name,nickname,weight_class,wins,losses,draws,height_cm,reach_cm,stance,sig_strikes_landed_per_min,sig_strikes_absorbed_per_min,striking_accuracy,striking_defense,takedown_avg_per_fight,takedown_accuracy,takedown_defense,submission_avg_per_fight
Alessio Di Chirico,Manzo,Middleweight,13,7,0,182.88,187.96,Orthodox,3.32,3.44,39,61,1.46,39,83,0.0
Blood Diamond,,Welterweight,3,3,0,180.34,193.04,Switch,3.12,2.17,55,48,0.0,0,73,0.0
Brian Houston,B-Hue,Middleweight,4,6,0,187.96,,Orthodox,1.9,3.67,35,53,0.95,100,87,0.0
Genki Sudo,Neo-Samurai,Lightweight,15,4,2,175.26,,Orthodox,1.55,2.23,39,33,3.58,60,50,4.2
Chad Anheliger,The Monster,Bantamweight,13,8,0,167.64,162.56,Orthodox,3.11,2.76,46,53,0.68,30,38,0.5
Duda Santana,Cowboyzinha,Featherweight,3,1,0,170.18,185.42,Orthodox,6.01,2.72,39,73,6.44,60,0,0.0
Diego Sanchez,Nightmare,Welterweight,31,13,0,177.8,182.88,Southpaw,2.69,3.02,37,56,1.51,24,46,0.8
Journey Newson,,Bantamweight,10,5,0,165.1,170.18,Orthodox,2.64,2.57,32,64,0.56,16,43,0.3
Sheymon Moraes,,Featherweight,11,4,0,172.72,182.88,Orthodox,3.0,3.64,42,63,0.0,0,53,0.0
Junior Dos Santos,Cigano,Heavyweight,21,9,0,193.04,195.58,Orthodox,4.49,3.33,47,56,0.3,50,81,0.1
Mike Ricci,The Martian,Lightweight,11,5,0,182.88,193.04,Southpaw,1.8,1.64,32,65,0.67,100,54,0.0
Will Campuzano,,Flyweight,14,6,0,175.26,177.8,Orthodox,2.43,3.82,31,57,0.88,45,48,0.2
Erick Gonzalez,The Ghost Pepper,Lightweight,14,8,0,180.34,190.5,Orthodox,2.4,8.08,36,40,6.0,55,50,0.0
Eugenio Tadeu,,Welterweight,2,3,0,172.72,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Liana Jojua,She Wolf,Flyweight,8,5,0,162.56,157.48,Orthodox,2.42,5.32,30,54,1.71,66,50,1.3
Tatiana Suarez,,Strawweight,11,1,0,165.1,167.64,Southpaw,3.22,1.58,61,47,4.65,47,80,0.7
Ivan Jorge,Batman,Lightweight,27,7,0,175.26,185.42,Orthodox,3.41,2.91,49,59,1.56,16,75,0.6
Frank Hamaker,,,1,0,0,,,,0.0,0.0,0,0,0.0,0,0,0.0
Tiki Ghosn,,Welterweight,10,7,1,177.8,,Orthodox,2.78,2.94,46,58,0.41,50,61,0.0
Johnny Bedford,Brutal,Bantamweight,21,13,1,177.8,180.34,Orthodox,4.53,1.75,50,63,1.83,62,62,0.0
Amir Albazi,The Prince,Flyweight,17,2,0,165.1,172.72,Orthodox,2.72,3.71,34,61,1.39,32,50,0.5
Ramon Taveras,The Savage,Featherweight,10,3,0,172.72,177.8,Southpaw,4.62,7.41,44,57,0.0,0,100,0.0
Mark Schultz,,Light Heavyweight,1,1,0,175.26,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Nick Klein,Blue Collar,Middleweight,6,3,0,185.42,195.58,Orthodox,2.51,3.41,56,39,5.79,35,66,1.9
Edgar Chairez,Puro Chicali,Flyweight,12,6,0,170.18,180.34,Orthodox,3.44,5.08,44,42,0.0,0,33,1.7
Tito Ortiz,The People's Champ,Light Heavyweight,19,12,1,190.5,187.96,Orthodox,2.59,2.88,46,60,2.47,35,54,0.6
Augusto Mendes,Tanquinho,Bantamweight,6,2,0,167.64,165.1,Orthodox,2.42,3.91,34,56,1.75,33,80,0.0
Cody Stamann,The Spartan,Bantamweight,21,8,1,167.64,162.56,Orthodox,4.32,3.91,46,60,2.17,37,76,0.0
Stewart Nicoll,Kakamora,Flyweight,8,1,0,165.1,165.1,Orthodox,3.02,1.13,47,40,5.66,100,0,0.0
Dmitri Stepanov,,Heavyweight,0,1,0,190.5,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Mike Swick,Quick,Welterweight,15,6,0,185.42,195.58,Orthodox,2.36,2.29,37,54,1.06,50,61,0.6
Dusko Todorovic,Thunder,Middleweight,12,6,0,185.42,187.96,Orthodox,4.79,4.53,57,47,1.5,17,42,0.2
Jermaine Andre,,Light Heavyweight,14,4,0,170.18,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Jessica Rakoczy,The Ragin',Strawweight,1,5,0,170.18,,Orthodox,2.5,3.55,44,64,0.75,20,0,0.8
Joshua Van,The Fearless,Flyweight,15,2,0,165.1,165.1,Orthodox,8.86,6.36,56,57,0.85,63,81,0.0
Simeon Thoresen,The Grin,Welterweight,17,6,1,185.42,200.66,Orthodox,3.85,3.85,43,64,1.12,40,50,1.7
Rhys McKee,Skeletor,Welterweight,14,7,1,187.96,198.12,Orthodox,4.71,7.15,40,47,0.0,0,47,0.0
Dakota Bush,,Lightweight,8,4,0,177.8,185.42,Orthodox,2.77,4.42,38,41,2.4,33,0,0.0
Thomas Petersen,The Train,Heavyweight,10,3,0,185.42,187.96,Southpaw,3.74,2.94,59,57,4.42,66,100,0.6
Luiz Dutra,Besouro,Welterweight,13,6,1,180.34,,Orthodox,3.92,4.8,50,41,0.0,0,100,0.0
Matt Bessette,The Mangler,Featherweight,22,9,0,177.8,177.8,Orthodox,4.36,4.45,41,58,0.64,28,61,0.3
Carlo Pedersoli Jr.,Semento,Welterweight,11,3,0,180.34,190.5,Southpaw,4.17,4.12,37,61,2.91,44,0,0.0
Allen Berube,Monstah Lobstah,Lightweight,4,3,0,172.72,,Orthodox,0.92,0.92,80,33,6.87,100,0,3.4
Cristiano Marcello,,Lightweight,13,6,0,175.26,182.88,Orthodox,2.56,3.61,33,58,0.44,11,20,0.9
Aleksandra Albu,Stitch,Strawweight,3,2,0,157.48,160.02,Orthodox,4.83,5.56,47,38,2.27,50,77,0.4
Zarah Fairn,Infinite,Bantamweight,6,6,0,172.72,182.88,Orthodox,4.55,7.4,31,45,0.0,0,60,0.0
Levan Makashvili,The Hornet,Featherweight,15,2,1,172.72,172.72,Orthodox,2.87,2.07,54,61,3.67,42,85,0.0
Karo Parisyan,The Heat,Welterweight,24,11,0,177.8,182.88,Orthodox,2.49,2.19,41,58,5.27,59,59,1.0
Vanessa Melo,,Bantamweight,11,8,0,165.1,165.1,Orthodox,3.48,6.13,30,59,0.0,0,71,0.0
Shamil Gamzatov,,Light Heavyweight,14,1,0,187.96,193.04,Orthodox,5.35,3.46,48,51,0.0,0,50,0.0
Brandon Royval,Raw Dawg,Flyweight,17,8,0,175.26,172.72,Southpaw,5.55,4.23,41,43,0.67,75,45,1.1
Yoshiki Takahashi,Kazuo,Light Heavyweight,30,27,3,180.34,,Southpaw,2.26,6.47,51,44,0.0,0,66,2.3
Joe Stevenson,Daddy,Featherweight,33,16,0,170.18,177.8,Orthodox,2.05,2.44,44,60,2.75,44,39,2.2
Brian Camozzi,Mantis,Welterweight,7,5,0,187.96,198.12,Orthodox,3.15,6.39,26,54,0.0,0,0,0.7
Daniel Frunza,,Welterweight,9,3,0,185.42,185.42,Orthodox,6.3,6.67,40,56,0.0,0,60,0.0
Patrick Cote,The Predator,Welterweight,23,11,0,180.34,190.5,Orthodox,2.81,3.21,48,48,0.68,20,43,0.2
Henry Cejudo,Triple C,Bantamweight,16,5,0,162.56,162.56,Orthodox,3.82,3.46,47,59,1.84,31,76,0.1
Carlos Condit,The Natural Born Killer,Welterweight,32,14,0,187.96,190.5,Orthodox,3.66,2.67,39,55,0.59,46,38,1.0
Colby Thicknesse,Slickness,Bantamweight,7,1,0,170.18,175.26,Orthodox,2.53,2.73,29,48,0.0,0,50,0.0
Dieusel Berto,,Light Heavyweight,0,3,0,175.26,,,0.0,0.0,0,0,0.0,0,0,0.0
Caio Borralho,The Natural,Middleweight,17,2,0,185.42,190.5,Southpaw,3.44,2.5,56,60,1.28,48,76,0.4
Jason Witt,The Vanilla Gorilla,Welterweight,19,9,0,177.8,177.8,Orthodox,2.15,2.54,44,52,6.9,48,100,0.9
Gilbert Aldana,El Peligro,Heavyweight,6,2,0,185.42,,Orthodox,2.91,6.26,54,26,2.57,40,33,0.0
Alexia Thainara,Burguesinha,Strawweight,12,1,0,162.56,170.18,Orthodox,5.73,2.82,40,70,3.07,100,0,2.3
Lucio Linhares,,Middleweight,19,8,0,187.96,,Orthodox,0.99,3.47,22,34,1.86,50,50,1.9
Andre Lima,Mascote,Flyweight,11,0,0,170.18,170.18,Orthodox,4.06,2.49,60,57,1.36,75,75,1.1
James Zikic,The Messenger,Light Heavyweight,21,10,2,187.96,,Orthodox,1.47,1.6,35,44,0.5,25,74,0.5
Emmanuel Yarborough,,Super Heavyweight,1,2,0,203.2,,Open Stance,0.0,0.0,0,0,0.0,0,0,0.0
Denis Tiuliulin,,Middleweight,10,10,0,185.42,195.58,Orthodox,3.61,5.23,41,38,0.96,42,72,0.0
Adam Fugitt,,Welterweight,10,5,0,185.42,195.58,Southpaw,4.59,4.54,46,51,1.83,25,50,0.0
Jeff Cox,The Grinder,Lightweight,10,7,0,177.8,,Orthodox,0.56,1.69,25,33,4.23,50,80,0.0
Roger Bowling,Relentless,Lightweight,12,6,0,175.26,172.72,Orthodox,3.9,3.86,47,51,3.09,43,27,0.9
Tyson Griffin,,Featherweight,16,8,0,167.64,172.72,Orthodox,3.71,2.3,41,65,1.87,46,59,0.9
Nyamjargal Tumendemberel,Art of Knockout,Flyweight,9,1,0,170.18,180.34,Orthodox,3.18,3.33,39,52,3.1,38,54,2.6
Felipe Colares,Cabocao,Featherweight,10,4,0,172.72,175.26,Orthodox,2.17,4.65,45,36,1.88,24,43,0.5
Drew McFedries,The Massacre,Middleweight,12,7,0,182.88,182.88,Southpaw,5.13,4.56,51,52,1.42,100,56,0.7
Brian Johnston,,Heavyweight,5,5,0,190.5,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Liz Carmouche,Girlrilla,Flyweight,13,7,0,167.64,167.64,Orthodox,2.78,2.51,54,61,2.57,51,65,0.3
Veronica Hardy,,Flyweight,9,5,1,162.56,162.56,Southpaw,3.12,3.48,45,49,0.93,41,55,0.3
Natalia Silva,,Flyweight,19,5,1,162.56,165.1,Southpaw,5.04,2.46,46,65,0.34,25,92,0.0
Geraldo de Freitas,Spartan,Bantamweight,12,6,0,170.18,182.88,Orthodox,3.67,2.62,52,50,3.0,45,59,0.0
Lauren Murphy,Lucky,Flyweight,16,7,0,165.1,170.18,Orthodox,3.94,5.19,38,56,1.09,24,67,0.2
Frank Lester,,Welterweight,11,6,0,180.34,,Orthodox,2.18,3.82,36,53,0.0,0,0,0.0
William Macario,Patolino,Welterweight,9,3,0,180.34,190.5,Orthodox,4.92,3.96,54,65,1.85,45,78,0.0
Josh Koscheck,,Welterweight,17,11,0,177.8,185.42,Orthodox,1.79,2.27,36,63,2.46,48,64,0.4
Rolando Dy,Dy Incredible,Featherweight,9,7,1,172.72,175.26,Orthodox,3.04,4.47,37,52,0.3,20,68,0.0
Nordine Taleb,,Welterweight,15,7,0,185.42,187.96,Orthodox,3.66,2.62,51,66,1.94,76,73,0.0
Justin Lawrence,The American Kidd,Featherweight,10,4,0,172.72,170.18,Orthodox,3.84,2.83,35,67,0.72,28,73,0.0
Kurt Holobaugh,The Hurt,Lightweight,22,10,0,180.34,177.8,Orthodox,4.58,4.24,44,49,0.65,33,38,0.8
Alptekin Ozkilic,The Turkish Delight,Flyweight,9,5,0,165.1,165.1,Orthodox,3.81,5.72,32,59,4.21,58,75,0.0
Tony Fryklund,The Freak,Middleweight,14,9,1,182.88,,Orthodox,3.49,6.5,39,43,0.0,0,66,0.5
Victor Martinez,The Brick,Lightweight,13,6,0,172.72,177.8,Orthodox,7.94,7.66,51,53,0.7,33,80,0.0
Jerry Bohlander,,Light Heavyweight,11,4,0,180.34,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Chris Fishgold,,Featherweight,18,4,1,172.72,172.72,Orthodox,2.01,2.7,32,46,2.59,46,44,1.3
Antonio Silva,Bigfoot,Heavyweight,19,12,1,193.04,208.28,Orthodox,2.89,3.09,45,50,0.82,29,66,0.8
Christian Colombo,,Heavyweight,8,3,1,195.58,,Orthodox,2.76,4.02,44,42,0.0,0,33,0.0
Mitch Ramirez,,Lightweight,8,3,0,180.34,180.34,Orthodox,3.51,3.98,44,37,0.59,33,25,0.0
Frank Caracci,,,2,3,0,,,,0.0,0.0,0,0,0.0,0,0,0.0
Andrei Arlovski,The Pitbull,Heavyweight,34,24,0,190.5,195.58,Orthodox,3.82,3.22,45,57,0.37,35,76,0.2
Jon Hess,,Super Heavyweight,1,1,0,200.66,,,0.0,0.0,0,0,0.0,0,0,0.0
Felix Lee Mitchell,,,2,7,0,,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Jon Delos Reyes,The Heat,Flyweight,8,5,0,167.64,170.18,Orthodox,2.99,4.14,38,51,3.2,83,55,1.9
Alexander Gustafsson,The Mauler,Light Heavyweight,18,8,0,195.58,200.66,Orthodox,4.03,3.53,40,51,1.53,39,83,0.4
Aleksei Kunchenko,,Welterweight,20,2,0,172.72,177.8,Orthodox,3.67,2.83,44,63,0.25,33,80,0.0
Kailin Curran,,Strawweight,4,5,0,162.56,165.1,Orthodox,3.89,4.75,43,53,2.0,57,61,0.6
Dustin Hazelett,McLovin,Welterweight,12,7,0,185.42,193.04,Orthodox,2.24,3.51,40,46,0.55,50,25,4.1
Mateus Mendonca,Bocao,Flyweight,10,3,0,167.64,180.34,Orthodox,1.66,4.14,40,30,2.54,27,55,0.4
Stanislav Nedkov,Stucky,Light Heavyweight,12,2,0,180.34,180.34,Orthodox,3.33,5.39,43,43,2.77,41,0,0.0
AJ Dobson,,Middleweight,7,3,0,185.42,193.04,Orthodox,4.29,5.31,46,46,1.67,75,65,0.3
Tor Troeng,The Hammer,Middleweight,16,7,1,187.96,,Orthodox,1.16,3.26,46,32,0.62,7,66,0.3
Sirwan Kakai,Zohan,Bantamweight,12,5,0,165.1,,Orthodox,3.57,4.63,41,62,4.0,42,83,0.0
Marina Rodriguez,,Strawweight,17,6,2,167.64,165.1,Orthodox,4.51,3.01,46,55,0.27,50,61,0.3
Brok Weaver,Chata Tuska,Lightweight,15,6,0,182.88,185.42,Southpaw,4.78,4.35,64,46,0.41,10,66,0.4
Daniel Sarafian,,Middleweight,10,6,0,175.26,185.42,Orthodox,2.23,3.1,46,58,0.36,7,53,0.7
Mike Ciesnolevicz,,Heavyweight,19,4,0,182.88,,Orthodox,0.51,4.62,50,57,0.0,0,20,5.1
Zabit Magomedsharipov,,Featherweight,18,1,0,185.42,185.42,Orthodox,4.89,3.0,48,64,5.22,56,77,0.8
Brian Ebersole,Bad Boy,Welterweight,51,18,1,182.88,185.42,Southpaw,2.32,2.14,49,56,1.7,23,61,0.1
Charalampos Grigoriou,Ferocious,Bantamweight,8,5,0,170.18,170.18,Orthodox,2.62,3.97,48,46,2.62,80,90,0.0
Victor Hugo,Striker,Bantamweight,25,5,0,170.18,180.34,Orthodox,3.27,2.95,44,56,0.81,33,73,1.2
Felice Herrig,Lil Bulldog,Strawweight,14,10,0,162.56,165.1,Orthodox,3.84,5.19,37,48,1.08,28,75,0.8
Tonya Evinger,Triple Threat,Bantamweight,19,8,0,170.18,177.8,Orthodox,1.16,4.02,42,38,0.93,30,33,0.9
Pearl Gonzalez,,Strawweight,6,3,0,162.56,,Orthodox,2.23,4.07,37,57,1.04,11,0,0.5
Mike Davis,Beast Boy,Lightweight,12,3,0,182.88,182.88,Orthodox,4.73,5.23,53,54,2.4,44,60,0.8
Pat Audinwood,Awesomely Awesome,Lightweight,11,2,1,182.88,,Orthodox,1.17,4.31,12,41,0.8,50,0,0.0
Aaron Phillips,The Dragon,Bantamweight,12,5,0,175.26,180.34,Southpaw,1.51,3.66,53,43,0.86,50,44,0.6
Luke Barnatt,The Bigslow,Middleweight,13,4,0,198.12,195.58,Orthodox,4.43,3.87,36,59,0.63,42,63,0.4
Thibault Gouti,GT,Lightweight,12,5,0,177.8,182.88,Orthodox,3.68,5.64,34,50,1.23,80,83,0.3
Sara McMann,,Bantamweight,13,6,0,167.64,167.64,Orthodox,2.26,1.92,46,47,4.38,65,50,0.5
Keith Wisniewski,The Polish Connection,Welterweight,28,15,1,182.88,,Orthodox,2.32,4.86,52,42,1.57,40,78,0.3
Axel Sola,,Welterweight,11,0,1,187.96,187.96,Southpaw,3.74,2.74,42,75,1.25,25,0,0.0
Keith Rockel,Rock,Middleweight,12,4,1,182.88,,Orthodox,1.13,0.21,73,66,4.63,75,100,4.6
Rin Nakai,,Bantamweight,19,2,1,154.94,,Orthodox,1.57,3.9,33,60,3.0,18,75,0.5
Mirko Filipovic,Cro Cop,Heavyweight,35,11,2,187.96,185.42,Southpaw,2.11,1.89,50,63,0.19,40,78,0.3
Michael Trizano,The Lone Wolf,Featherweight,11,3,0,180.34,180.34,Orthodox,3.63,4.4,53,50,0.36,66,72,0.5
Mariya Agapova,Money Mashka,Flyweight,10,5,0,167.64,172.72,Southpaw,4.43,3.62,54,52,0.55,66,45,0.8
Marcelo Aguiar,,Welterweight,2,3,1,177.8,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Joao Zeferino,The Brazilian Samurai,Welterweight,21,9,0,180.34,,Orthodox,0.83,2.6,36,48,0.5,5,50,1.0
Rashad Coulter,Daywalker,Light Heavyweight,9,4,0,180.34,193.04,Orthodox,4.82,6.68,56,50,0.0,0,62,0.0
Hector Aldana,,Welterweight,4,3,0,180.34,182.88,Orthodox,3.59,5.08,38,59,0.93,100,0,0.0
John Allan,,Light Heavyweight,13,7,0,185.42,190.5,Orthodox,3.56,5.74,42,52,1.4,71,50,0.8
Danny Roberts,Hot Chocolate,Welterweight,18,8,0,185.42,187.96,Southpaw,3.18,3.73,39,50,0.24,9,57,0.2
Nick Osipczak,,Welterweight,6,3,0,187.96,193.04,Orthodox,2.83,3.77,50,50,1.2,45,71,1.0
Fabiano Iha,,Lightweight,9,5,0,172.72,,Orthodox,1.73,2.49,47,42,2.88,40,50,2.9
Jai Herbert,Black Country Banger,Lightweight,13,6,1,185.42,195.58,Orthodox,3.07,3.26,40,53,0.43,21,66,0.0
BJ Penn,The Prodigy,Lightweight,16,14,2,175.26,177.8,Orthodox,2.76,3.2,48,56,1.19,55,74,0.5
Ion Cutelaba,The Hulk,Light Heavyweight,19,11,1,185.42,190.5,Southpaw,4.26,3.34,43,47,3.77,49,75,0.1
Jason Gilliam,,Welterweight,14,9,0,182.88,,Orthodox,0.79,3.14,33,42,0.0,0,0,0.0
Joe Riggs,Diesel,Middleweight,44,17,0,182.88,177.8,Southpaw,2.41,1.69,51,57,2.45,55,62,0.6
Martin Sano,Spartan,Welterweight,4,3,1,180.34,190.5,Orthodox,4.0,12.0,33,40,0.0,0,0,0.0
Mario Bautista,,Bantamweight,16,2,0,175.26,175.26,Switch,6.13,4.45,49,55,1.67,33,67,0.8
Olivier Aubin-Mercier,The Canadian Gangster,Lightweight,11,5,0,175.26,177.8,Southpaw,2.48,2.97,51,55,2.36,33,70,0.5
Mairbek Taisumov,Beckan,Lightweight,27,6,0,175.26,185.42,Orthodox,2.98,3.03,39,64,1.34,63,88,0.0
Chris Gutierrez,El Guapo,Bantamweight,22,6,2,175.26,170.18,Orthodox,4.59,2.65,58,63,0.24,25,70,0.1
Brendon Marotte,The Kid,Featherweight,8,3,0,175.26,177.8,Orthodox,0.41,5.7,50,28,0.0,0,0,0.0
HyunSung Park,Peace of Mind,Flyweight,10,1,0,170.18,167.64,Orthodox,3.66,2.94,46,59,1.59,33,50,2.4
Adam Cella,El Naturel,Welterweight,6,8,0,187.96,,,1.91,2.61,42,51,3.92,75,50,1.3
Jorge de Oliveira,Blade,Lightweight,9,2,0,172.72,,Orthodox,1.26,4.84,31,48,0.0,0,22,0.0
Abdul-Kerim Edilov,,Light Heavyweight,17,4,0,187.96,,Orthodox,10.22,0.13,61,92,3.98,100,0,2.0
Nate Loughran,,Middleweight,11,2,0,187.96,,Orthodox,1.81,4.11,40,59,0.0,0,0,2.1
Jorge Patino,Macaco,Welterweight,38,19,2,172.72,,Orthodox,1.33,3.14,30,53,0.54,25,50,0.0
Goran Reljic,,Light Heavyweight,15,8,0,190.5,205.74,Southpaw,1.69,2.69,37,59,1.69,50,33,1.1
Ramazan Emeev,Gorets,Welterweight,20,6,0,177.8,193.04,Southpaw,2.53,2.14,45,65,2.37,29,66,0.7
Robert McDaniel,Bubba,Middleweight,28,10,0,190.5,190.5,Southpaw,1.64,1.98,44,56,0.93,50,50,1.4
Caio Magalhaes,Hellboy,Middleweight,10,3,0,185.42,185.42,Orthodox,2.27,2.78,40,56,1.05,15,58,1.6
Doug Evans,,Lightweight,13,10,0,175.26,,Orthodox,1.79,2.55,35,55,3.19,83,69,0.6
Kevin Jousset,Air,Welterweight,10,4,0,187.96,190.5,Orthodox,6.61,6.49,51,50,0.69,40,100,0.3
Evan Tanner,,Middleweight,32,8,0,182.88,187.96,Orthodox,3.05,2.64,59,56,2.55,43,25,1.3
Aljamain Sterling,Funk Master,Featherweight,25,5,0,170.18,180.34,Orthodox,4.45,2.21,52,59,2.45,30,44,0.6
Robert Valentin,Robzilla,Middleweight,11,6,0,187.96,195.58,Orthodox,1.13,2.83,56,32,0.0,0,55,1.3
Kalindra Faria,,Flyweight,18,8,1,170.18,,Switch,2.23,1.44,56,45,1.31,66,20,0.7
Jason Godsey,,Heavyweight,16,16,0,187.96,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Justin Edwards,Fast Eddy,Lightweight,9,5,0,177.8,177.8,Orthodox,2.68,3.32,42,51,2.14,26,27,1.0
Jens Pulver,Little Evil,Featherweight,27,19,1,170.18,177.8,Southpaw,2.12,3.13,37,56,0.22,33,63,0.3
Charles Radtke,Chuck Buffalo,Welterweight,10,5,0,175.26,182.88,Orthodox,3.11,3.66,49,52,0.49,12,100,0.0
Tom Duquesnoy,Fire Kid,Bantamweight,16,2,0,170.18,172.72,Orthodox,3.83,5.3,45,62,0.42,25,46,0.0
Tony DeSouza,,Welterweight,11,4,0,182.88,177.8,Southpaw,1.12,1.57,52,41,2.25,42,40,1.5
Bethe Correia,Pitbull,Bantamweight,11,6,1,165.1,162.56,Orthodox,4.37,4.93,43,56,0.39,18,85,0.0
Eduardo Garagorri,,Featherweight,13,2,0,175.26,177.8,Orthodox,3.42,2.36,51,58,0.48,100,61,0.0
Daichi Abe,,Welterweight,6,2,0,180.34,180.34,Orthodox,3.8,4.49,33,56,0.33,50,0,0.0
Gerald Harris,,Middleweight,23,5,0,180.34,195.58,Southpaw,1.41,1.58,29,62,2.96,54,72,0.0
Elvis Sinosic,The King of Rock n' Rumble,Light Heavyweight,7,11,2,190.5,195.58,Orthodox,1.13,4.6,37,53,0.0,0,0,1.2
Daniel Lacerda,Miojo,Flyweight,11,6,0,167.64,177.8,Switch,3.95,8.28,45,34,2.32,50,0,1.2
Anthony Hernandez,Fluffy,Middleweight,15,2,0,182.88,190.5,Orthodox,4.59,2.53,62,49,6.46,48,68,1.8
Chris Duncan,The Problem,Lightweight,14,2,0,177.8,180.34,Orthodox,4.64,4.53,44,51,3.17,42,50,0.5
Georges St-Pierre,Rush,Middleweight,26,2,0,180.34,193.04,Orthodox,3.78,1.4,53,72,4.16,74,83,1.1
Julian Erosa,Juicy J,Featherweight,31,13,0,185.42,187.96,Southpaw,6.21,6.27,48,48,1.78,43,61,0.7
Ariel Beck,,Flyweight,4,5,0,167.64,167.64,Southpaw,4.44,4.31,34,64,0.0,0,0,0.0
Pingyuan Liu,,Bantamweight,13,7,0,167.64,182.88,Orthodox,2.36,2.99,33,54,0.25,20,56,1.0
Jailton Almeida,Malhadinho,Light Heavyweight,22,3,0,190.5,200.66,Orthodox,2.62,0.89,65,41,6.58,60,60,2.4
Kleydson Rodrigues,KR,Bantamweight,8,4,0,165.1,170.18,Orthodox,4.58,2.29,57,53,0.6,22,53,0.6
Matt Brown,The Immortal,Welterweight,26,19,0,182.88,190.5,Orthodox,3.76,2.92,55,55,1.68,46,63,1.3
Pannie Kianzad,Banzai,Bantamweight,17,9,0,170.18,167.64,Orthodox,4.88,4.09,49,51,0.41,33,65,0.1
Jorge Masvidal,Gamebred,Welterweight,35,17,0,180.34,187.96,Orthodox,4.05,3.05,47,64,1.38,59,72,0.3
Joe Brammer,The South Side Strangler,Lightweight,7,3,1,172.72,,Orthodox,2.15,2.8,31,56,0.81,50,50,0.0
Tim Sylvia,The Maine-iac,Heavyweight,31,10,0,203.2,203.2,Orthodox,4.23,2.61,41,61,0.11,100,75,0.1
Scott Fiedler,,Heavyweight,0,1,0,193.04,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Manvel Gamburyan,The Anvil,Bantamweight,15,10,0,165.1,170.18,Orthodox,2.13,2.83,41,55,3.26,34,69,0.7
Dricus Du Plessis,Stillknocks,Middleweight,23,3,0,185.42,193.04,Switch,5.18,4.33,48,52,2.22,51,34,0.7
Sean O'Connell,The Real OC,Light Heavyweight,17,9,0,185.42,187.96,Orthodox,5.46,6.77,48,45,0.0,0,30,0.5
Andrew Craig,Highlight,Welterweight,9,4,0,185.42,193.04,Orthodox,2.39,3.01,40,50,0.53,37,72,0.0
Darrel Gholar,,Light Heavyweight,5,6,0,172.72,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Leon Edwards,Rocky,Welterweight,22,5,0,187.96,187.96,Southpaw,2.62,2.42,54,53,1.18,36,63,0.4
Mark Munoz,The Filipino Wrecking Machine,Middleweight,14,6,0,182.88,180.34,Orthodox,3.12,2.26,51,57,3.17,29,57,0.6
Paul Daley,Semtex,Welterweight,39,15,2,175.26,193.04,Orthodox,3.14,2.37,47,60,0.91,40,64,0.0
Lowell Anderson,,Welterweight,0,1,0,167.64,,Orthodox,0.0,0.0,0,0,0.0,0,0,0.0
Trent Jenkins,,Middleweight,0,4,0,187.96,,,0.0,0.0,0,0,0.0,0,0,0.0
Sabah Homasi,,Welterweight,11,8,0,182.88,182.88,Orthodox,4.98,6.91,48,47,2.8,50,66,0.0
Kuniyoshi Hironaka,,Welterweight,23,9,0,177.8,177.8,Orthodox,1.98,3.01,40,54,1.91,30,25,0.6
Jacqueline Cavalcanti,,Bantamweight,9,1,0,172.72,177.8,Orthodox,5.73,3.32,46,70,0.0,0,84,0.0
Kit Cope,Havoc,Welterweight,6,7,0,182.88,,Orthodox,1.18,2.12,52,35,0.0,0,50,3.5
Benito Lopez,Golden Boy,Bantamweight,10,2,0,177.8,185.42,Switch,4.39,5.18,45,56,0.0,0,73,0.3
Thales Leites,,Middleweight,28,9,0,185.42,198.12,Orthodox,2.13,2.99,40,52,2.1,27,30,1.1
Tim Gorman,The Psycho,Bantamweight,9,4,0,165.1,,Southpaw,2.73,5.57,31,46,1.0,9,33,0.0
Peter Barrett,Slippery,Featherweight,11,5,0,177.8,185.42,Southpaw,4.18,4.32,61,42,1.39,22,66,0.0
Vernon Ramos Ho,,Welterweight,3,1,0,167.64,,Orthodox,4.0,8.0,25,55,0.0,0,0,0.0
Delson Heleno,Pe De Chumbo,Middleweight,29,10,0,180.34,,Orthodox,0.69,4.83,75,19,0.0,0,0,0.0
Ciryl Gane,Bon Gamin,Heavyweight,13,2,0,193.04,205.74,Orthodox,5.26,2.23,61,61,0.7,25,43,0.6
Valentina Shevchenko,Bullet,Flyweight,25,4,1,165.1,167.64,Southpaw,3.14,2.06,52,63,2.62,60,75,0.3
Niko Price,The Hybrid,Welterweight,16,9,0,182.88,193.04,Orthodox,5.13,5.55,43,48,0.98,28,50,0.6
Michael Bisping,The Count,Middleweight,30,9,0,185.42,190.5,Orthodox,4.33,2.71,38,65,1.05,43,63,0.3
