fighter_a_name,fighter_b_name,winner_name,fight_date,method,round,event_name
Duane Ludwig,Josh Neer,Josh Neer,2012-01-20,Submission,1,UFC on FX: Guillard vs Miller
Mike Easton,Jared Papazian,Mike Easton,2012-01-20,Decision - Majority,3,UFC on FX: Guillard vs Miller
Pat Barry,Christian Morecraft,Pat Barry,2012-01-20,KO/TKO,1,UFC on FX: Guillard vs Miller
Kamal Shalorus,Khabib Nurmagomedov,Khabib Nurmagomedov,2012-01-20,Submission,3,UFC on FX: Guillard vs Miller
Fabricio Camoes,Tommy Hayden,Fabricio Camoes,2012-01-20,Submission,1,UFC on FX: Guillard vs Miller
Jorge Rivera,Eric Schafer,Jorge Rivera,2012-01-20,KO/TKO,2,UFC on FX: Guillard vs Miller
Charlie Brenneman,Daniel Roberts,Charlie Brenneman,2012-01-20,Decision - Unanimous,3,UFC on FX: Guillard vs Miller
Daniel Pineda,Pat Schilling,Daniel Pineda,2012-01-20,Submission,1,UFC on FX: Guillard vs Miller
Jose Aldo,Chad Mendes,Jose Aldo,2012-01-14,KO/TKO,1,UFC 142: Aldo vs Mendes
Joseph Sandoval,Nick Denis,Nick Denis,2012-01-20,KO/TKO,1,UFC on FX: Guillard vs Miller
Rousimar Palhares,Mike Massenzio,Rousimar Palhares,2012-01-14,Submission,1,UFC 142: Aldo vs Mendes
Vitor Belfort,Anthony Johnson,Vitor Belfort,2012-01-14,Submission,1,UFC 142: Aldo vs Mendes
Erick Silva,Carlo Prater,Carlo Prater,2012-01-14,DQ,1,UFC 142: Aldo vs Mendes
Edson Barboza,Terry Etim,Edson Barboza,2012-01-14,KO/TKO,3,UFC 142: Aldo vs Mendes
Thiago Tavares,Sam Stout,Thiago Tavares,2012-01-14,Decision - Unanimous,3,UFC 142: Aldo vs Mendes
Iuri Alcantara,Michihiro Omigawa,Iuri Alcantara,2012-01-14,Decision - Unanimous,3,UFC 142: Aldo vs Mendes
Gabriel Gonzaga,Ednaldo Oliveira,Gabriel Gonzaga,2012-01-14,Submission,1,UFC 142: Aldo vs Mendes
Ricardo Funch,Mike Pyle,Mike Pyle,2012-01-14,KO/TKO,1,UFC 142: Aldo vs Mendes
Felipe Arantes,Antonio Carvalho,Felipe Arantes,2012-01-14,Decision - Unanimous,3,UFC 142: Aldo vs Mendes
Brock Lesnar,Alistair Overeem,Alistair Overeem,2011-12-30,KO/TKO,1,UFC 141: Lesnar vs Overeem
Nate Diaz,Donald Cerrone,Nate Diaz,2011-12-30,Decision - Unanimous,3,UFC 141: Lesnar vs Overeem
Jon Fitch,Johny Hendricks,Johny Hendricks,2011-12-30,KO/TKO,1,UFC 141: Lesnar vs Overeem
Vladimir Matyushenko,Alexander Gustafsson,Alexander Gustafsson,2011-12-30,KO/TKO,1,UFC 141: Lesnar vs Overeem
Nam Phan,Jimy Hettes,Jimy Hettes,2011-12-30,Decision - Unanimous,3,UFC 141: Lesnar vs Overeem
Ross Pearson,Junior Assuncao,Ross Pearson,2011-12-30,Decision - Unanimous,3,UFC 141: Lesnar vs Overeem
Anthony Njokuani,Danny Castillo,Danny Castillo,2011-12-30,Decision - Split,3,UFC 141: Lesnar vs Overeem
Jacob Volkmann,Efrain Escudero,Jacob Volkmann,2011-12-30,Decision - Unanimous,3,UFC 141: Lesnar vs Overeem
Manvel Gamburyan,Diego Nunes,Diego Nunes,2011-12-30,Decision - Unanimous,3,UFC 141: Lesnar vs Overeem
Dong Hyun Kim,Sean Pierson,Dong Hyun Kim,2011-12-30,Decision - Unanimous,3,UFC 141: Lesnar vs Overeem
Frank Mir,Antonio Rodrigo Nogueira,Frank Mir,2011-12-10,Submission,1,UFC 140: Jones vs Machida
Tito Ortiz,Rogerio Nogueira,Rogerio Nogueira,2011-12-10,KO/TKO,1,UFC 140: Jones vs Machida
Mark Hominick,Chan Sung Jung,Chan Sung Jung,2011-12-10,KO/TKO,1,UFC 140: Jones vs Machida
Jon Jones,Lyoto Machida,Jon Jones,2011-12-10,Submission,2,UFC 140: Jones vs Machida
Claude Patrick,Brian Ebersole,Brian Ebersole,2011-12-10,Decision - Split,3,UFC 140: Jones vs Machida
Jared Hamman,Constantinos Philippou,Constantinos Philippou,2011-12-10,KO/TKO,1,UFC 140: Jones vs Machida
Krzysztof Soszynski,Igor Pokrajac,Igor Pokrajac,2011-12-10,KO/TKO,1,UFC 140: Jones vs Machida
John Makdessi,Dennis Hallman,Dennis Hallman,2011-12-10,Submission,1,UFC 140: Jones vs Machida
Mark Bocek,Nik Lentz,Mark Bocek,2011-12-10,Decision - Unanimous,3,UFC 140: Jones vs Machida
Walel Watson,Yves Jabouin,Yves Jabouin,2011-12-10,Decision - Split,3,UFC 140: Jones vs Machida
Rich Attonito,Jake Hecht,Jake Hecht,2011-12-10,KO/TKO,2,UFC 140: Jones vs Machida
Michael Bisping,Jason Miller,Michael Bisping,2011-12-03,KO/TKO,3,The Ultimate Fighter: Team Bisping vs Team Miller Finale
Mitch Clarke,John Cholish,John Cholish,2011-12-10,KO/TKO,2,UFC 140: Jones vs Machida
TJ Dillashaw,John Dodson,John Dodson,2011-12-03,KO/TKO,1,The Ultimate Fighter: Team Bisping vs Team Miller Finale
Diego Brandao,Dennis Bermudez,Diego Brandao,2011-12-03,Submission,1,The Ultimate Fighter: Team Bisping vs Team Miller Finale
Tony Ferguson,Yves Edwards,Tony Ferguson,2011-12-03,Decision - Unanimous,3,The Ultimate Fighter: Team Bisping vs Team Miller Finale
Louis Gaudinot,Johnny Bedford,Johnny Bedford,2011-12-03,KO/TKO,3,The Ultimate Fighter: Team Bisping vs Team Miller Finale
Marcus Brimage,Stephen Bass,Marcus Brimage,2011-12-03,Decision - Unanimous,3,The Ultimate Fighter: Team Bisping vs Team Miller Finale
Dustin Pague,John Albert,John Albert,2011-12-03,KO/TKO,1,The Ultimate Fighter: Team Bisping vs Team Miller Finale
Roland Delorme,Josh Ferguson,Roland Delorme,2011-12-03,Submission,3,The Ultimate Fighter: Team Bisping vs Team Miller Finale
Mauricio Rua,Dan Henderson,Dan Henderson,2011-11-19,Decision - Unanimous,5,UFC 139: Shogun vs Henderson
Steven Siler,Josh Clopton,Steven Siler,2011-12-03,Decision - Unanimous,3,The Ultimate Fighter: Team Bisping vs Team Miller Finale
Bryan Caraway,Dustin Neace,Bryan Caraway,2011-12-03,Submission,2,The Ultimate Fighter: Team Bisping vs Team Miller Finale
Urijah Faber,Brian Bowles,Urijah Faber,2011-11-19,Submission,2,UFC 139: Shogun vs Henderson
Wanderlei Silva,Cung Le,Wanderlei Silva,2011-11-19,KO/TKO,2,UFC 139: Shogun vs Henderson
Rick Story,Martin Kampmann,Martin Kampmann,2011-11-19,Decision - Split,3,UFC 139: Shogun vs Henderson
Stephan Bonnar,Kyle Kingsbury,Stephan Bonnar,2011-11-19,Decision - Unanimous,3,UFC 139: Shogun vs Henderson
Michael McDonald,Alex Soto,Michael McDonald,2011-11-19,KO/TKO,1,UFC 139: Shogun vs Henderson
Ryan Bader,Jason Brilz,Ryan Bader,2011-11-19,KO/TKO,1,UFC 139: Shogun vs Henderson
Tom Lawlor,Chris Weidman,Chris Weidman,2011-11-19,Submission,1,UFC 139: Shogun vs Henderson
Miguel Torres,Nick Pace,Miguel Torres,2011-11-19,Decision - Unanimous,3,UFC 139: Shogun vs Henderson
Matt Brown,Seth Baczynski,Seth Baczynski,2011-11-19,Submission,2,UFC 139: Shogun vs Henderson
Gleison Tibau,Rafael Dos Anjos,Gleison Tibau,2011-11-19,Decision - Split,3,UFC 139: Shogun vs Henderson
Cain Velasquez,Junior Dos Santos,Junior Dos Santos,2011-11-12,KO/TKO,1,UFC on FOX: Velasquez vs Dos Santos
Danny Castillo,Shamar Bailey,Danny Castillo,2011-11-19,KO/TKO,1,UFC 139: Shogun vs Henderson
Clay Guida,Benson Henderson,Benson Henderson,2011-11-12,Decision - Unanimous,3,UFC on FOX: Velasquez vs Dos Santos
Cub Swanson,Ricardo Lamas,Ricardo Lamas,2011-11-12,Submission,2,UFC on FOX: Velasquez vs Dos Santos
Dustin Poirier,Pablo Garza,Dustin Poirier,2011-11-12,Submission,2,UFC on FOX: Velasquez vs Dos Santos
Norifumi Yamamoto,Darren Uyenoyama,Darren Uyenoyama,2011-11-12,Decision - Unanimous,3,UFC on FOX: Velasquez vs Dos Santos
DaMarques Johnson,Clay Harvison,DaMarques Johnson,2011-11-12,KO/TKO,1,UFC on FOX: Velasquez vs Dos Santos
Alex Caceres,Cole Escovedo,Alex Caceres,2011-11-12,Decision - Unanimous,3,UFC on FOX: Velasquez vs Dos Santos
Mike Pierce,Paul Bradley,Mike Pierce,2011-11-12,Decision - Split,3,UFC on FOX: Velasquez vs Dos Santos
Aaron Rosa,Matt Lucas,Aaron Rosa,2011-11-12,Decision - Majority,3,UFC on FOX: Velasquez vs Dos Santos
Frankie Edgar,Gray Maynard,Frankie Edgar,2011-10-08,KO/TKO,4,UFC 136: Edgar vs Maynard 3
Jose Aldo,Kenny Florian,Jose Aldo,2011-10-08,Decision - Unanimous,5,UFC 136: Edgar vs Maynard 3
Chael Sonnen,Brian Stann,Chael Sonnen,2011-10-08,Submission,2,UFC 136: Edgar vs Maynard 3
Leonard Garcia,Nam Phan,Nam Phan,2011-10-08,Decision - Unanimous,3,UFC 136: Edgar vs Maynard 3
Melvin Guillard,Joe Lauzon,Joe Lauzon,2011-10-08,Submission,1,UFC 136: Edgar vs Maynard 3
Demian Maia,Jorge Santiago,Demian Maia,2011-10-08,Decision - Unanimous,3,UFC 136: Edgar vs Maynard 3
Joey Beltran,Stipe Miocic,Stipe Miocic,2011-10-08,Decision - Unanimous,3,UFC 136: Edgar vs Maynard 3
Anthony Pettis,Jeremy Stephens,Anthony Pettis,2011-10-08,Decision - Split,3,UFC 136: Edgar vs Maynard 3
Zhang Tiequan,Darren Elkins,Darren Elkins,2011-10-08,Decision - Unanimous,3,UFC 136: Edgar vs Maynard 3
Steve Cantwell,Mike Massenzio,Mike Massenzio,2011-10-08,Decision - Unanimous,3,UFC 136: Edgar vs Maynard 3
Aaron Simpson,Eric Schafer,Aaron Simpson,2011-10-08,Decision - Unanimous,3,UFC 136: Edgar vs Maynard 3
Thiago Alves,Papy Abedi,Thiago Alves,2011-11-05,Submission,1,UFC 138: Leben vs Munoz
Brad Pickett,Renan Barao,Renan Barao,2011-11-05,Submission,1,UFC 138: Leben vs Munoz
Chris Leben,Mark Munoz,Mark Munoz,2011-11-05,KO/TKO,2,UFC 138: Leben vs Munoz
Cyrille Diabate,Anthony Perosh,Anthony Perosh,2011-11-05,Submission,2,UFC 138: Leben vs Munoz
John Maguire,Justin Edwards,John Maguire,2011-11-05,Decision - Unanimous,3,UFC 138: Leben vs Munoz
Terry Etim,Edward Faaloloto,Terry Etim,2011-11-05,Submission,1,UFC 138: Leben vs Munoz
Rob Broughton,Philip De Fries,Philip De Fries,2011-11-05,Decision - Unanimous,3,UFC 138: Leben vs Munoz
Michihiro Omigawa,Jason Young,Michihiro Omigawa,2011-11-05,Decision - Unanimous,3,UFC 138: Leben vs Munoz
Chris Cope,Che Mills,Che Mills,2011-11-05,KO/TKO,1,UFC 138: Leben vs Munoz
Chris Cariaso,Vaughan Lee,Chris Cariaso,2011-11-05,Decision - Split,3,UFC 138: Leben vs Munoz
BJ Penn,Nick Diaz,Nick Diaz,2011-10-29,Decision - Unanimous,3,UFC 137: Penn vs Diaz
Scott Jorgensen,Jeff Curran,Scott Jorgensen,2011-10-29,Decision - Unanimous,3,UFC 137: Penn vs Diaz
Cheick Kongo,Matt Mitrione,Cheick Kongo,2011-10-29,Decision - Unanimous,3,UFC 137: Penn vs Diaz
Mirko Filipovic,Roy Nelson,Roy Nelson,2011-10-29,KO/TKO,3,UFC 137: Penn vs Diaz
Hatsu Hioki,George Roop,Hatsu Hioki,2011-10-29,Decision - Split,3,UFC 137: Penn vs Diaz
Dennis Siver,Donald Cerrone,Donald Cerrone,2011-10-29,Submission,1,UFC 137: Penn vs Diaz
Tyson Griffin,Bart Palaszewski,Bart Palaszewski,2011-10-29,KO/TKO,1,UFC 137: Penn vs Diaz
Brandon Vera,Eliot Marshall,Brandon Vera,2011-10-29,Decision - Unanimous,3,UFC 137: Penn vs Diaz
Chris Camozzi,Francis Carmont,Francis Carmont,2011-10-29,Decision - Unanimous,3,UFC 137: Penn vs Diaz
Ramsey Nijem,Danny Downes,Ramsey Nijem,2011-10-29,Decision - Unanimous,3,UFC 137: Penn vs Diaz
Dustin Jacoby,Clifford Starks,Clifford Starks,2011-10-29,Decision - Unanimous,3,UFC 137: Penn vs Diaz
Jon Jones,Quinton Jackson,Jon Jones,2011-09-24,Submission,4,UFC 135: Jones vs Rampage
Ben Rothwell,Mark Hunt,Mark Hunt,2011-09-24,Decision - Unanimous,3,UFC 135: Jones vs Rampage
Matt Hughes,Josh Koscheck,Josh Koscheck,2011-09-24,KO/TKO,1,UFC 135: Jones vs Rampage
Travis Browne,Rob Broughton,Travis Browne,2011-09-24,Decision - Unanimous,3,UFC 135: Jones vs Rampage
Nate Diaz,Takanori Gomi,Nate Diaz,2011-09-24,Submission,1,UFC 135: Jones vs Rampage
Nick Ring,Tim Boetsch,Tim Boetsch,2011-09-24,Decision - Unanimous,3,UFC 135: Jones vs Rampage
Tony Ferguson,Aaron Riley,Tony Ferguson,2011-09-24,TKO - Doctor's Stoppage,1,UFC 135: Jones vs Rampage
Junior Assuncao,Eddie Yagin,Junior Assuncao,2011-09-24,Decision - Unanimous,3,UFC 135: Jones vs Rampage
Takeya Mizugaki,Cole Escovedo,Takeya Mizugaki,2011-09-24,KO/TKO,2,UFC 135: Jones vs Rampage
James Te Huna,Ricardo Romero,James Te Huna,2011-09-24,KO/TKO,1,UFC 135: Jones vs Rampage
Anthony Johnson,Charlie Brenneman,Anthony Johnson,2011-10-01,KO/TKO,1,UFC Live: Cruz vs Johnson
Pat Barry,Stefan Struve,Stefan Struve,2011-10-01,Submission,2,UFC Live: Cruz vs Johnson
Dominick Cruz,Demetrious Johnson,Dominick Cruz,2011-10-01,Decision - Unanimous,5,UFC Live: Cruz vs Johnson
Yves Edwards,Rafaello Oliveira,Yves Edwards,2011-10-01,KO/TKO,2,UFC Live: Cruz vs Johnson
Matt Wiman,Mac Danzig,Matt Wiman,2011-10-01,Decision - Unanimous,3,UFC Live: Cruz vs Johnson
Mike Easton,Byron Bloodworth,Mike Easton,2011-10-01,KO/TKO,2,UFC Live: Cruz vs Johnson
Michael Johnson,Paul Sass,Paul Sass,2011-10-01,Submission,1,UFC Live: Cruz vs Johnson
Shane Roller,TJ Grant,TJ Grant,2011-10-01,Submission,3,UFC Live: Cruz vs Johnson
Walel Watson,Joseph Sandoval,Walel Watson,2011-10-01,KO/TKO,1,UFC Live: Cruz vs Johnson
Josh Neer,Keith Wisniewski,Josh Neer,2011-10-01,TKO - Doctor's Stoppage,2,UFC Live: Cruz vs Johnson
Court McGee,Dongi Yang,Court McGee,2011-09-17,Decision - Unanimous,3,UFC Fight Night: Shields vs Ellenberger
Jake Shields,Jake Ellenberger,Jake Ellenberger,2011-09-17,KO/TKO,1,UFC Fight Night: Shields vs Ellenberger
Jonathan Brookins,Erik Koch,Erik Koch,2011-09-17,Decision - Unanimous,3,UFC Fight Night: Shields vs Ellenberger
Cody McKenzie,Vagner Rocha,Vagner Rocha,2011-09-17,Submission,2,UFC Fight Night: Shields vs Ellenberger
Alan Belcher,Jason MacDonald,Alan Belcher,2011-09-17,KO/TKO,1,UFC Fight Night: Shields vs Ellenberger
Evan Dunham,Shamar Bailey,Evan Dunham,2011-09-17,Decision - Unanimous,3,UFC Fight Night: Shields vs Ellenberger
Matthew Riddle,Lance Benoist,Lance Benoist,2011-09-17,Decision - Unanimous,3,UFC Fight Night: Shields vs Ellenberger
Clay Harvison,Seth Baczynski,Seth Baczynski,2011-09-17,Submission,2,UFC Fight Night: Shields vs Ellenberger
Ken Stone,Donny Walker,Ken Stone,2011-09-17,Submission,1,UFC Fight Night: Shields vs Ellenberger
Justin Edwards,Jorge Lopez,Justin Edwards,2011-09-17,Decision - Unanimous,3,UFC Fight Night: Shields vs Ellenberger
TJ Waldburger,Mike Stumpf,TJ Waldburger,2011-09-17,Submission,1,UFC Fight Night: Shields vs Ellenberger
Robert Peralta,Mike Lullo,Robert Peralta,2011-09-17,Decision - Unanimous,3,UFC Fight Night: Shields vs Ellenberger
Jim Miller,Benson Henderson,Benson Henderson,2011-08-14,Decision - Unanimous,3,UFC Live: Hardy vs Lytle
Donald Cerrone,Charles Oliveira,Donald Cerrone,2011-08-14,KO/TKO,1,UFC Live: Hardy vs Lytle
Dan Hardy,Chris Lytle,Chris Lytle,2011-08-14,Submission,3,UFC Live: Hardy vs Lytle
Amir Sadollah,Duane Ludwig,Duane Ludwig,2011-08-14,Decision - Unanimous,3,UFC Live: Hardy vs Lytle
CB Dollaway,Jared Hamman,Jared Hamman,2011-08-14,KO/TKO,2,UFC Live: Hardy vs Lytle
Joseph Benavidez,Eddie Wineland,Joseph Benavidez,2011-08-14,Decision - Unanimous,3,UFC Live: Hardy vs Lytle
Ed Herman,Kyle Noke,Ed Herman,2011-08-14,Submission,1,UFC Live: Hardy vs Lytle
Jimy Hettes,Alex Caceres,Jimy Hettes,2011-08-14,Submission,2,UFC Live: Hardy vs Lytle
Cole Miller,TJ O'Brien,Cole Miller,2011-08-14,Submission,2,UFC Live: Hardy vs Lytle
Ronny Markes,Karlos Vemola,Ronny Markes,2011-08-14,Decision - Unanimous,3,UFC Live: Hardy vs Lytle
Jacob Volkmann,Danny Castillo,Jacob Volkmann,2011-08-14,Decision - Unanimous,3,UFC Live: Hardy vs Lytle
Rashad Evans,Tito Ortiz,Rashad Evans,2011-08-06,KO/TKO,2,UFC 133: Evans vs Ortiz 2
Vitor Belfort,Yoshihiro Akiyama,Vitor Belfort,2011-08-06,KO/TKO,1,UFC 133: Evans vs Ortiz 2
Dennis Hallman,Brian Ebersole,Brian Ebersole,2011-08-06,KO/TKO,1,UFC 133: Evans vs Ortiz 2
Edwin Figueroa,Jason Reinhardt,Edwin Figueroa,2011-08-14,KO/TKO,2,UFC Live: Hardy vs Lytle
Jorge Rivera,Constantinos Philippou,Constantinos Philippou,2011-08-06,Decision - Split,3,UFC 133: Evans vs Ortiz 2
Rory MacDonald,Mike Pyle,Rory MacDonald,2011-08-06,KO/TKO,1,UFC 133: Evans vs Ortiz 2
Matt Hamill,Alexander Gustafsson,Alexander Gustafsson,2011-08-06,KO/TKO,2,UFC 133: Evans vs Ortiz 2
Ivan Menjivar,Nick Pace,Ivan Menjivar,2011-08-06,Decision - Unanimous,3,UFC 133: Evans vs Ortiz 2
Chad Mendes,Rani Yahya,Chad Mendes,2011-08-06,Decision - Unanimous,3,UFC 133: Evans vs Ortiz 2
Johny Hendricks,Mike Pierce,Johny Hendricks,2011-08-06,Decision - Split,3,UFC 133: Evans vs Ortiz 2
Mike Brown,Nam Phan,Mike Brown,2011-08-06,Decision - Unanimous,3,UFC 133: Evans vs Ortiz 2
Rafael Natal,Paul Bradley,Rafael Natal,2011-08-06,Decision - Unanimous,3,UFC 133: Evans vs Ortiz 2
Anderson Silva,Yushin Okami,Anderson Silva,2011-08-27,KO/TKO,2,UFC 134: Silva vs Okami
Ross Pearson,Edson Barboza,Edson Barboza,2011-08-27,Decision - Split,3,UFC 134: Silva vs Okami
Mauricio Rua,Forrest Griffin,Mauricio Rua,2011-08-27,KO/TKO,1,UFC 134: Silva vs Okami
Antonio Rodrigo Nogueira,Brendan Schaub,Antonio Rodrigo Nogueira,2011-08-27,KO/TKO,1,UFC 134: Silva vs Okami
Luiz Cane,Stanislav Nedkov,Stanislav Nedkov,2011-08-27,KO/TKO,1,UFC 134: Silva vs Okami
Thiago Tavares,Spencer Fisher,Thiago Tavares,2011-08-27,KO/TKO,2,UFC 134: Silva vs Okami
Rousimar Palhares,Dan Miller,Rousimar Palhares,2011-08-27,Decision - Unanimous,3,UFC 134: Silva vs Okami
Raphael Assuncao,Johnny Eduardo,Raphael Assuncao,2011-08-27,Decision - Unanimous,3,UFC 134: Silva vs Okami
Paulo Thiago,David Mitchell,Paulo Thiago,2011-08-27,Decision - Unanimous,3,UFC 134: Silva vs Okami
Erick Silva,Luis Ramos,Erick Silva,2011-08-27,KO/TKO,1,UFC 134: Silva vs Okami
Dominick Cruz,Urijah Faber,Dominick Cruz,2011-07-02,Decision - Unanimous,5,UFC 132: Cruz vs Faber
Iuri Alcantara,Felipe Arantes,Iuri Alcantara,2011-08-27,Decision - Unanimous,3,UFC 134: Silva vs Okami
Yves Jabouin,Ian Loveland,Yves Jabouin,2011-08-27,Decision - Split,3,UFC 134: Silva vs Okami
Wanderlei Silva,Chris Leben,Chris Leben,2011-07-02,KO/TKO,1,UFC 132: Cruz vs Faber
Tito Ortiz,Ryan Bader,Tito Ortiz,2011-07-02,Submission,1,UFC 132: Cruz vs Faber
Dennis Siver,Matt Wiman,Dennis Siver,2011-07-02,Decision - Unanimous,3,UFC 132: Cruz vs Faber
Carlos Condit,Dong Hyun Kim,Carlos Condit,2011-07-02,KO/TKO,1,UFC 132: Cruz vs Faber
Melvin Guillard,Shane Roller,Melvin Guillard,2011-07-02,KO/TKO,1,UFC 132: Cruz vs Faber
Brian Bowles,Takeya Mizugaki,Brian Bowles,2011-07-02,Decision - Unanimous,3,UFC 132: Cruz vs Faber
George Sotiropoulos,Rafael Dos Anjos,Rafael Dos Anjos,2011-07-02,KO/TKO,1,UFC 132: Cruz vs Faber
Brad Tavares,Aaron Simpson,Aaron Simpson,2011-07-02,Decision - Unanimous,3,UFC 132: Cruz vs Faber
Jeff Hougland,Donny Walker,Jeff Hougland,2011-07-02,Decision - Unanimous,3,UFC 132: Cruz vs Faber
Anthony Njokuani,Andre Winner,Anthony Njokuani,2011-07-02,Decision - Unanimous,3,UFC 132: Cruz vs Faber
Shane Carwin,Junior Dos Santos,Junior Dos Santos,2011-06-11,Decision - Unanimous,3,UFC 131: Dos Santos vs Carwin
Kenny Florian,Diego Nunes,Kenny Florian,2011-06-11,Decision - Unanimous,3,UFC 131: Dos Santos vs Carwin
Dave Herman,Jon Olav Einemo,Dave Herman,2011-06-11,KO/TKO,2,UFC 131: Dos Santos vs Carwin
Mark Munoz,Demian Maia,Mark Munoz,2011-06-11,Decision - Unanimous,3,UFC 131: Dos Santos vs Carwin
Vagner Rocha,Donald Cerrone,Donald Cerrone,2011-06-11,Decision - Unanimous,3,UFC 131: Dos Santos vs Carwin
Jesse Bongfeldt,Chris Weidman,Chris Weidman,2011-06-11,Submission,1,UFC 131: Dos Santos vs Carwin
Yves Edwards,Sam Stout,Sam Stout,2011-06-11,KO/TKO,1,UFC 131: Dos Santos vs Carwin
Mike Massenzio,Krzysztof Soszynski,Krzysztof Soszynski,2011-06-11,Decision - Unanimous,3,UFC 131: Dos Santos vs Carwin
Nick Ring,James Head,Nick Ring,2011-06-11,Submission,3,UFC 131: Dos Santos vs Carwin
Dustin Poirier,Jason Young,Dustin Poirier,2011-06-11,Decision - Unanimous,3,UFC 131: Dos Santos vs Carwin
Joey Beltran,Aaron Rosa,Joey Beltran,2011-06-11,KO/TKO,3,UFC 131: Dos Santos vs Carwin
Ramsey Nijem,Tony Ferguson,Tony Ferguson,2011-06-04,KO/TKO,1,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale
Darren Elkins,Michihiro Omigawa,Darren Elkins,2011-06-11,Decision - Unanimous,3,UFC 131: Dos Santos vs Carwin
Clay Guida,Anthony Pettis,Clay Guida,2011-06-04,Decision - Unanimous,3,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale
Ed Herman,Tim Credeur,Ed Herman,2011-06-04,KO/TKO,1,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale
Fabio Maldonado,Kyle Kingsbury,Kyle Kingsbury,2011-06-04,Decision - Unanimous,3,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale
Chuck O'Neil,Chris Cope,Chris Cope,2011-06-04,Decision - Unanimous,3,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale
Danny Downes,Jeremy Stephens,Jeremy Stephens,2011-06-04,Decision - Unanimous,3,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale
Ryan McGillivray,Shamar Bailey,Shamar Bailey,2011-06-04,Decision - Unanimous,3,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale
Clay Harvison,Justin Edwards,Clay Harvison,2011-06-04,Decision - Split,3,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale
Josh Grispi,George Roop,George Roop,2011-06-04,KO/TKO,3,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale
Cheick Kongo,Pat Barry,Cheick Kongo,2011-06-26,KO/TKO,1,UFC Live: Kongo vs Barry
Scott Jorgensen,Ken Stone,Scott Jorgensen,2011-06-04,KO/TKO,1,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale
Reuben Duran,Francisco Rivera,Reuben Duran,2011-06-04,Submission,3,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale
Charlie Brenneman,Rick Story,Charlie Brenneman,2011-06-26,Decision - Unanimous,3,UFC Live: Kongo vs Barry
Matt Brown,John Howard,Matt Brown,2011-06-26,Decision - Unanimous,3,UFC Live: Kongo vs Barry
Christian Morecraft,Matt Mitrione,Matt Mitrione,2011-06-26,KO/TKO,2,UFC Live: Kongo vs Barry
Tyson Griffin,Manvel Gamburyan,Tyson Griffin,2011-06-26,Decision - Unanimous,3,UFC Live: Kongo vs Barry
Joe Stevenson,Javier Vazquez,Javier Vazquez,2011-06-26,Decision - Unanimous,3,UFC Live: Kongo vs Barry
Joe Lauzon,Curt Warburton,Joe Lauzon,2011-06-26,Submission,1,UFC Live: Kongo vs Barry
Daniel Roberts,Rich Attonito,Rich Attonito,2011-06-26,Decision - Unanimous,3,UFC Live: Kongo vs Barry
Michael Johnson,Edward Faaloloto,Michael Johnson,2011-06-26,KO/TKO,1,UFC Live: Kongo vs Barry
Ricardo Lamas,Matt Grice,Ricardo Lamas,2011-06-26,KO/TKO,1,UFC Live: Kongo vs Barry
Georges St-Pierre,Jake Shields,Georges St-Pierre,2011-04-30,Decision - Unanimous,5,UFC 129: St-Pierre vs Shields
Jose Aldo,Mark Hominick,Jose Aldo,2011-04-30,Decision - Unanimous,5,UFC 129: St-Pierre vs Shields
Lyoto Machida,Randy Couture,Lyoto Machida,2011-04-30,KO/TKO,2,UFC 129: St-Pierre vs Shields
Vladimir Matyushenko,Jason Brilz,Vladimir Matyushenko,2011-04-30,KO/TKO,1,UFC 129: St-Pierre vs Shields
Jake Ellenberger,Sean Pierson,Jake Ellenberger,2011-04-30,KO/TKO,1,UFC 129: St-Pierre vs Shields
Nate Diaz,Rory MacDonald,Rory MacDonald,2011-04-30,Decision - Unanimous,3,UFC 129: St-Pierre vs Shields
Mark Bocek,Benson Henderson,Benson Henderson,2011-04-30,Decision - Unanimous,3,UFC 129: St-Pierre vs Shields
Daniel Roberts,Claude Patrick,Claude Patrick,2011-04-30,Decision - Unanimous,3,UFC 129: St-Pierre vs Shields
Ivan Menjivar,Charlie Valencia,Ivan Menjivar,2011-04-30,KO/TKO,1,UFC 129: St-Pierre vs Shields
Jason MacDonald,Ryan Jensen,Jason MacDonald,2011-04-30,Submission,1,UFC 129: St-Pierre vs Shields
Yves Jabouin,Pablo Garza,Pablo Garza,2011-04-30,Submission,1,UFC 129: St-Pierre vs Shields
John Makdessi,Kyle Watson,John Makdessi,2011-04-30,KO/TKO,3,UFC 129: St-Pierre vs Shields
